LOG_ID:001 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:269 | USER:dr_ozhan | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:270 | USER:guest | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:271 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:272 | USER:dr_ozhan | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:273 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:274 | USER:analyst_beta | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:275 | USER:dr_ozhan | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:276 | USER:student_22 | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:277 | USER:analyst_beta | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:278 | USER:admin | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:279 | USER:guest | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:280 | USER:guest | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:281 | USER:guest | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:282 | USER:admin | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:283 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:284 | USER:analyst_beta | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:285 | USER:analyst_beta | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:286 | USER:dr_ozhan | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:287 | USER:admin | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:288 | USER:analyst_beta | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:289 | USER:analyst_beta | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:290 | USER:admin | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:291 | USER:dr_ozhan | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:292 | USER:guest | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:293 | USER:student_22 | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:294 | USER:guest | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:295 | USER:analyst_beta | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:296 | USER:analyst_beta | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:297 | USER:analyst_beta | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:298 | USER:analyst_beta | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:299 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:300 | USER:analyst_beta | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:301 | USER:analyst_beta | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:302 | USER:student_22 | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:303 | USER:root | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:304 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:305 | USER:dr_ozhan | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:306 | USER:guest | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:307 | USER:root | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:308 | USER:guest | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:309 | USER:student_22 | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:310 | USER:analyst_beta | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:311 | USER:student_22 | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:312 | USER:student_22 | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:313 | USER:guest | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:314 | USER:dr_ozhan | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:315 | USER:student_22 | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:316 | USER:dr_ozhan | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:317 | USER:analyst_beta | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:318 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:319 | USER:admin | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:320 | USER:dr_ozhan | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:321 | USER:guest | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:322 | USER:student_22 | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:323 | USER:student_22 | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:324 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:325 | USER:admin | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:326 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:327 | USER:dr_ozhan | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:328 | USER:guest | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:329 | USER:student_22 | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:330 | USER:root | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:331 | USER:guest | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:332 | USER:dr_ozhan | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:333 | USER:student_22 | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:334 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:335 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:336 | USER:admin | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:337 | USER:admin | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:338 | USER:admin | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:339 | USER:dr_ozhan | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:340 | USER:dr_ozhan | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:341 | USER:dr_ozhan | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:342 | USER:student_22 | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:343 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:344 | USER:root | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:345 | USER:student_22 | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:346 | USER:dr_ozhan | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:347 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:348 | USER:student_22 | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:349 | USER:dr_ozhan | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:350 | USER:root | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:351 | USER:dr_ozhan | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:352 | USER:student_22 | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:353 | USER:analyst_beta | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:354 | USER:analyst_beta | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:355 | USER:root | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:356 | USER:root | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:357 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:358 | USER:student_22 | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:359 | USER:guest | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:360 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:361 | USER:admin | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:362 | USER:dr_ozhan | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:363 | USER:student_22 | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:364 | USER:dr_ozhan | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:365 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:366 | USER:analyst_beta | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:367 | USER:guest | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:368 | USER:analyst_beta | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:369 | USER:analyst_beta | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:370 | USER:admin | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:371 | USER:root | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:372 | USER:dr_ozhan | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:373 | USER:analyst_beta | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:374 | USER:guest | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:375 | USER:guest | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:376 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:377 | USER:admin | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:378 | USER:root | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:379 | USER:guest | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:380 | USER:root | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:381 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:382 | USER:root | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:383 | USER:admin | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:384 | USER:student_22 | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:385 | USER:admin | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:386 | USER:admin | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:387 | USER:root | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:388 | USER:dr_ozhan | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:389 | USER:analyst_beta | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:390 | USER:guest | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:391 | USER:root | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:392 | USER:student_22 | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:393 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:394 | USER:student_22 | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:395 | USER:student_22 | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:396 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:397 | USER:root | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:398 | USER:admin | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:399 | USER:analyst_beta | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:400 | USER:guest | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:401 | USER:student_22 | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:402 | USER:root | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:403 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:404 | USER:analyst_beta | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:405 | USER:student_22 | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:406 | USER:admin | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:407 | USER:analyst_beta | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:408 | USER:guest | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:409 | USER:root | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:410 | USER:analyst_beta | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:411 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:412 | USER:guest | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:413 | USER:analyst_beta | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:414 | USER:student_22 | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:415 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:416 | USER:analyst_beta | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:417 | USER:dr_ozhan | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:418 | USER:analyst_beta | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:419 | USER:student_22 | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:420 | USER:guest | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:421 | USER:root | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:422 | USER:student_22 | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:423 | USER:dr_ozhan | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:424 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:425 | USER:analyst_beta | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:426 | USER:dr_ozhan | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:427 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:428 | USER:root | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:429 | USER:guest | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:430 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:431 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:432 | USER:dr_ozhan | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:433 | USER:analyst_beta | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:434 | USER:guest | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:435 | USER:student_22 | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:436 | USER:guest | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:437 | USER:analyst_beta | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:438 | USER:analyst_beta | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:439 | USER:student_22 | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:440 | USER:analyst_beta | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:441 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:442 | USER:root | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:443 | USER:root | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:444 | USER:student_22 | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:445 | USER:root | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:446 | USER:root | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:447 | USER:root | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:448 | USER:dr_ozhan | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:449 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:450 | USER:analyst_beta | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:451 | USER:student_22 | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:452 | USER:root | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:453 | USER:root | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:454 | USER:admin | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:455 | USER:admin | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:456 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:457 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:458 | USER:student_22 | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:459 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:460 | USER:admin | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:461 | USER:admin | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:462 | USER:root | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:463 | USER:analyst_beta | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:464 | USER:root | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:465 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:466 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:467 | USER:admin | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:468 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:469 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:470 | USER:admin | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:471 | USER:dr_ozhan | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:472 | USER:student_22 | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:473 | USER:guest | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:474 | USER:guest | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:475 | USER:guest | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:476 | USER:admin | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:477 | USER:guest | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:478 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:479 | USER:analyst_beta | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:480 | USER:student_22 | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:481 | USER:student_22 | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:482 | USER:root | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:483 | USER:guest | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:484 | USER:student_22 | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:485 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:486 | USER:admin | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:487 | USER:admin | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:488 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:489 | USER:admin | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:490 | USER:root | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:491 | USER:dr_ozhan | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:492 | USER:admin | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:493 | USER:guest | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:494 | USER:guest | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:495 | USER:guest | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:496 | USER:analyst_beta | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:497 | USER:admin | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:498 | USER:root | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:499 | USER:analyst_beta | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:500 | USER:dr_ozhan | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:501 | USER:admin | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:502 | USER:student_22 | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:503 | USER:admin | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:504 | USER:admin | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:505 | USER:root | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:506 | USER:dr_ozhan | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:507 | USER:root | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:508 | USER:admin | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:509 | USER:admin | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:510 | USER:student_22 | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:511 | USER:guest | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:512 | USER:guest | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:513 | USER:student_22 | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:514 | USER:dr_ozhan | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:515 | USER:admin | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:516 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:517 | USER:analyst_beta | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:518 | USER:dr_ozhan | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:519 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:520 | USER:admin | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:521 | USER:student_22 | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:522 | USER:guest | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:523 | USER:analyst_beta | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:524 | USER:guest | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:525 | USER:student_22 | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:526 | USER:student_22 | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:527 | USER:student_22 | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:528 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:529 | USER:root | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:530 | USER:dr_ozhan | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:531 | USER:analyst_beta | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:532 | USER:student_22 | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:533 | USER:dr_ozhan | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:534 | USER:guest | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:535 | USER:guest | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:536 | USER:admin | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:537 | USER:student_22 | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
