13/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 88 | ERR_CODE: 500
24/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 99 | ERR_CODE: 500
28/03/2026 | guest_user | Login_Attempt | 41 | ERR_CODE: 404
13/03/2026 | system_root | Database_Query | 13 | ERR_CODE: 403
14/03/2026 | ozhan_akdag | Login_Attempt | 93 | ERR_CODE: 403
14/03/2026 | ozhan_akdag | Login_Attempt | 37 | ERR_CODE: 200
26/03/2026 | guest_user | Login_Attempt | 69 | ERR_CODE: 200
20/03/2026 | ozhan_akdag | File_Access | 97 | ERR_CODE: 200
28/03/2026 | bot_analyst | Database_Query | 88 | ERR_CODE: 500
26/03/2026 | bot_analyst | Login_Attempt | 53 | ERR_CODE: 403
18/03/2026 | guest_user | File_Access | 26 | ERR_CODE: 404
27/03/2026 | guest_user | Admin_Privilege_Escalation | 82 | ERR_CODE: 404
12/03/2026 | bot_analyst | Login_Attempt | 32 | ERR_CODE: 404
10/03/2026 | guest_user | File_Access | 15 | ERR_CODE: 403
28/03/2026 | system_root | Database_Query | 45 | ERR_CODE: 403
18/03/2026 | system_root | Admin_Privilege_Escalation | 33 | ERR_CODE: 200
25/03/2026 | guest_user | Login_Attempt | 84 | ERR_CODE: 403
26/03/2026 | system_root | Login_Attempt | 67 | ERR_CODE: 404
18/03/2026 | guest_user | Database_Query | 51 | ERR_CODE: 500
24/03/2026 | bot_analyst | Admin_Privilege_Escalation | 41 | ERR_CODE: 200
19/03/2026 | guest_user | Admin_Privilege_Escalation | 76 | ERR_CODE: 500
23/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 15 | ERR_CODE: 500
28/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 77 | ERR_CODE: 500
17/03/2026 | system_root | File_Access | 26 | ERR_CODE: 403
22/03/2026 | bot_analyst | Login_Attempt | 50 | ERR_CODE: 200
20/03/2026 | ozhan_akdag | File_Access | 47 | ERR_CODE: 200
24/03/2026 | system_root | Database_Query | 58 | ERR_CODE: 200
20/03/2026 | system_root | Admin_Privilege_Escalation | 96 | ERR_CODE: 404
17/03/2026 | bot_analyst | Database_Query | 32 | ERR_CODE: 500
12/03/2026 | ozhan_akdag | File_Access | 42 | ERR_CODE: 500
27/03/2026 | bot_analyst | Admin_Privilege_Escalation | 87 | ERR_CODE: 404
17/03/2026 | bot_analyst | File_Access | 87 | ERR_CODE: 404
27/03/2026 | guest_user | Login_Attempt | 61 | ERR_CODE: 403
19/03/2026 | system_root | File_Access | 12 | ERR_CODE: 200
21/03/2026 | ozhan_akdag | File_Access | 42 | ERR_CODE: 200
26/03/2026 | system_root | Admin_Privilege_Escalation | 89 | ERR_CODE: 403
26/03/2026 | guest_user | Login_Attempt | 23 | ERR_CODE: 404
17/03/2026 | bot_analyst | File_Access | 32 | ERR_CODE: 200
25/03/2026 | bot_analyst | File_Access | 16 | ERR_CODE: 403
23/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 36 | ERR_CODE: 200
26/03/2026 | guest_user | Admin_Privilege_Escalation | 25 | ERR_CODE: 404
27/03/2026 | guest_user | Database_Query | 16 | ERR_CODE: 404
14/03/2026 | guest_user | File_Access | 87 | ERR_CODE: 200
22/03/2026 | ozhan_akdag | Login_Attempt | 61 | ERR_CODE: 200
18/03/2026 | ozhan_akdag | File_Access | 42 | ERR_CODE: 404
23/03/2026 | bot_analyst | Database_Query | 41 | ERR_CODE: 404
26/03/2026 | bot_analyst | Login_Attempt | 73 | ERR_CODE: 404
11/03/2026 | guest_user | Login_Attempt | 90 | ERR_CODE: 404
10/03/2026 | bot_analyst | Admin_Privilege_Escalation | 37 | ERR_CODE: 404
13/03/2026 | ozhan_akdag | Login_Attempt | 35 | ERR_CODE: 404
23/03/2026 | system_root | File_Access | 95 | ERR_CODE: 403
11/03/2026 | system_root | Login_Attempt | 37 | ERR_CODE: 200
18/03/2026 | guest_user | Login_Attempt | 79 | ERR_CODE: 404
17/03/2026 | guest_user | File_Access | 39 | ERR_CODE: 404
19/03/2026 | system_root | File_Access | 31 | ERR_CODE: 404
12/03/2026 | bot_analyst | Login_Attempt | 34 | ERR_CODE: 404
23/03/2026 | system_root | Admin_Privilege_Escalation | 76 | ERR_CODE: 404
22/03/2026 | ozhan_akdag | File_Access | 56 | ERR_CODE: 500
21/03/2026 | bot_analyst | File_Access | 51 | ERR_CODE: 404
17/03/2026 | system_root | Admin_Privilege_Escalation | 60 | ERR_CODE: 200
15/03/2026 | system_root | Admin_Privilege_Escalation | 32 | ERR_CODE: 404
16/03/2026 | bot_analyst | Admin_Privilege_Escalation | 59 | ERR_CODE: 200
20/03/2026 | guest_user | Admin_Privilege_Escalation | 46 | ERR_CODE: 403
14/03/2026 | bot_analyst | Database_Query | 63 | ERR_CODE: 404
25/03/2026 | system_root | Admin_Privilege_Escalation | 31 | ERR_CODE: 200
20/03/2026 | system_root | File_Access | 58 | ERR_CODE: 500
16/03/2026 | bot_analyst | Database_Query | 64 | ERR_CODE: 403
24/03/2026 | bot_analyst | Login_Attempt | 83 | ERR_CODE: 500
20/03/2026 | ozhan_akdag | Database_Query | 29 | ERR_CODE: 403
28/03/2026 | guest_user | Login_Attempt | 89 | ERR_CODE: 200
16/03/2026 | ozhan_akdag | Database_Query | 37 | ERR_CODE: 403
15/03/2026 | bot_analyst | Login_Attempt | 98 | ERR_CODE: 404
19/03/2026 | bot_analyst | Database_Query | 50 | ERR_CODE: 200
18/03/2026 | bot_analyst | File_Access | 78 | ERR_CODE: 403
18/03/2026 | system_root | Database_Query | 10 | ERR_CODE: 403
28/03/2026 | system_root | Login_Attempt | 92 | ERR_CODE: 404
26/03/2026 | guest_user | Admin_Privilege_Escalation | 25 | ERR_CODE: 404
17/03/2026 | guest_user | Admin_Privilege_Escalation | 50 | ERR_CODE: 200
26/03/2026 | system_root | Admin_Privilege_Escalation | 89 | ERR_CODE: 404
25/03/2026 | system_root | Database_Query | 82 | ERR_CODE: 404
16/03/2026 | bot_analyst | File_Access | 54 | ERR_CODE: 404
27/03/2026 | bot_analyst | Database_Query | 16 | ERR_CODE: 500
12/03/2026 | system_root | Database_Query | 65 | ERR_CODE: 403
23/03/2026 | bot_analyst | Database_Query | 56 | ERR_CODE: 403
24/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 83 | ERR_CODE: 200
26/03/2026 | guest_user | Admin_Privilege_Escalation | 67 | ERR_CODE: 500
14/03/2026 | guest_user | Database_Query | 65 | ERR_CODE: 500
15/03/2026 | bot_analyst | File_Access | 84 | ERR_CODE: 403
25/03/2026 | ozhan_akdag | Database_Query | 39 | ERR_CODE: 500
13/03/2026 | system_root | File_Access | 96 | ERR_CODE: 404
28/03/2026 | ozhan_akdag | Database_Query | 69 | ERR_CODE: 500
14/03/2026 | bot_analyst | File_Access | 84 | ERR_CODE: 200
10/03/2026 | guest_user | Login_Attempt | 54 | ERR_CODE: 403
12/03/2026 | bot_analyst | File_Access | 32 | ERR_CODE: 200
13/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 63 | ERR_CODE: 403
19/03/2026 | bot_analyst | Login_Attempt | 22 | ERR_CODE: 500
12/03/2026 | system_root | Database_Query | 55 | ERR_CODE: 200
19/03/2026 | bot_analyst | Admin_Privilege_Escalation | 91 | ERR_CODE: 500
13/03/2026 | guest_user | Admin_Privilege_Escalation | 82 | ERR_CODE: 200
17/03/2026 | system_root | Login_Attempt | 94 | ERR_CODE: 500
18/03/2026 | system_root | Database_Query | 50 | ERR_CODE: 200
22/03/2026 | ozhan_akdag | Database_Query | 26 | ERR_CODE: 500
24/03/2026 | bot_analyst | File_Access | 75 | ERR_CODE: 500
15/03/2026 | system_root | File_Access | 95 | ERR_CODE: 200
14/03/2026 | system_root | Database_Query | 57 | ERR_CODE: 403
11/03/2026 | system_root | File_Access | 19 | ERR_CODE: 403
23/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 58 | ERR_CODE: 404
27/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 40 | ERR_CODE: 500
20/03/2026 | ozhan_akdag | Login_Attempt | 57 | ERR_CODE: 403
20/03/2026 | system_root | Database_Query | 66 | ERR_CODE: 403
25/03/2026 | ozhan_akdag | Login_Attempt | 52 | ERR_CODE: 200
27/03/2026 | guest_user | Database_Query | 50 | ERR_CODE: 404
22/03/2026 | bot_analyst | Login_Attempt | 51 | ERR_CODE: 200
25/03/2026 | ozhan_akdag | Login_Attempt | 89 | ERR_CODE: 404
19/03/2026 | system_root | Login_Attempt | 20 | ERR_CODE: 404
22/03/2026 | bot_analyst | Admin_Privilege_Escalation | 61 | ERR_CODE: 404
19/03/2026 | system_root | Admin_Privilege_Escalation | 20 | ERR_CODE: 403
27/03/2026 | guest_user | Database_Query | 81 | ERR_CODE: 500
26/03/2026 | guest_user | Login_Attempt | 22 | ERR_CODE: 500
22/03/2026 | system_root | Admin_Privilege_Escalation | 20 | ERR_CODE: 200
22/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 80 | ERR_CODE: 200
23/03/2026 | guest_user | Login_Attempt | 83 | ERR_CODE: 500
12/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 22 | ERR_CODE: 403
24/03/2026 | system_root | Login_Attempt | 78 | ERR_CODE: 200
24/03/2026 | ozhan_akdag | File_Access | 34 | ERR_CODE: 500
10/03/2026 | ozhan_akdag | Login_Attempt | 87 | ERR_CODE: 200
27/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 96 | ERR_CODE: 500
20/03/2026 | system_root | Login_Attempt | 86 | ERR_CODE: 403
22/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 53 | ERR_CODE: 200
18/03/2026 | guest_user | Admin_Privilege_Escalation | 70 | ERR_CODE: 500
24/03/2026 | guest_user | File_Access | 21 | ERR_CODE: 500
27/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 40 | ERR_CODE: 500
26/03/2026 | system_root | File_Access | 59 | ERR_CODE: 200
11/03/2026 | ozhan_akdag | Database_Query | 70 | ERR_CODE: 200
27/03/2026 | guest_user | Database_Query | 89 | ERR_CODE: 200
12/03/2026 | guest_user | Login_Attempt | 55 | ERR_CODE: 403
16/03/2026 | ozhan_akdag | Database_Query | 89 | ERR_CODE: 500
20/03/2026 | guest_user | File_Access | 25 | ERR_CODE: 500
17/03/2026 | ozhan_akdag | Database_Query | 92 | ERR_CODE: 404
13/03/2026 | system_root | Login_Attempt | 59 | ERR_CODE: 200
23/03/2026 | bot_analyst | Login_Attempt | 57 | ERR_CODE: 200
13/03/2026 | ozhan_akdag | Login_Attempt | 90 | ERR_CODE: 500
28/03/2026 | ozhan_akdag | Database_Query | 19 | ERR_CODE: 403
25/03/2026 | ozhan_akdag | Login_Attempt | 75 | ERR_CODE: 200
12/03/2026 | guest_user | Database_Query | 75 | ERR_CODE: 403
10/03/2026 | guest_user | Login_Attempt | 43 | ERR_CODE: 403
13/03/2026 | ozhan_akdag | Login_Attempt | 23 | ERR_CODE: 404
25/03/2026 | ozhan_akdag | Login_Attempt | 98 | ERR_CODE: 403
28/03/2026 | bot_analyst | Login_Attempt | 61 | ERR_CODE: 404
17/03/2026 | system_root | Admin_Privilege_Escalation | 54 | ERR_CODE: 404
12/03/2026 | bot_analyst | Login_Attempt | 25 | ERR_CODE: 403
26/03/2026 | system_root | File_Access | 59 | ERR_CODE: 404
17/03/2026 | ozhan_akdag | Admin_Privilege_Escalation | 82 | ERR_CODE: 403
23/03/2026 | system_root | Database_Query | 80 | ERR_CODE: 403
10/03/2026 | bot_analyst | File_Access | 97 | ERR_CODE: 500
24/03/2026 | system_root | Database_Query | 94 | ERR_CODE: 500
15/03/2026 | ozhan_akdag | File_Access | 47 | ERR_CODE: 404
22/03/2026 | system_root | Admin_Privilege_Escalation | 93 | ERR_CODE: 200
22/03/2026 | bot_analyst | Database_Query | 54 | ERR_CODE: 200
26/03/2026 | bot_analyst | Login_Attempt | 19 | ERR_CODE: 404
20/03/2026 | system_root | Database_Query | 10 | ERR_CODE: 200
14/03/2026 | bot_analyst | File_Access | 12 | ERR_CODE: 403
17/03/2026 | guest_user | Login_Attempt | 76 | ERR_CODE: 404
17/03/2026 | ozhan_akdag | Login_Attempt | 90 | ERR_CODE: 403
20/03/2026 | guest_user | Database_Query | 16 | ERR_CODE: 403
23/03/2026 | bot_analyst | Admin_Privilege_Escalation | 95 | ERR_CODE: 500
27/03/2026 | ozhan_akdag | File_Access | 34 | ERR_CODE: 403
22/03/2026 | bot_analyst | Database_Query | 90 | ERR_CODE: 500
10/03/2026 | guest_user | Admin_Privilege_Escalation | 27 | ERR_CODE: 500
26/03/2026 | bot_analyst | Admin_Privilege_Escalation | 12 | ERR_CODE: 200
18/03/2026 | ozhan_akdag | Database_Query | 23 | ERR_CODE: 404
17/03/2026 | bot_analyst | Login_Attempt | 92 | ERR_CODE: 200
19/03/2026 | guest_user | Login_Attempt | 32 | ERR_CODE: 500
13/03/2026 | guest_user | Admin_Privilege_Escalation | 44 | ERR_CODE: 404
16/03/2026 | system_root | Database_Query | 40 | ERR_CODE: 200
12/03/2026 | guest_user | Database_Query | 23 | ERR_CODE: 200
28/03/2026 | bot_analyst | Database_Query | 96 | ERR_CODE: 200
18/03/2026 | ozhan_akdag | File_Access | 60 | ERR_CODE: 403
22/03/2026 | system_root | File_Access | 38 | ERR_CODE: 404
14/03/2026 | guest_user | Database_Query | 22 | ERR_CODE: 200
27/03/2026 | ozhan_akdag | File_Access | 99 | ERR_CODE: 500
24/03/2026 | system_root | Login_Attempt | 16 | ERR_CODE: 200
26/03/2026 | ozhan_akdag | Login_Attempt | 90 | ERR_CODE: 403
17/03/2026 | ozhan_akdag | File_Access | 97 | ERR_CODE: 500
27/03/2026 | system_root | File_Access | 40 | ERR_CODE: 200
13/03/2026 | guest_user | File_Access | 38 | ERR_CODE: 500
15/03/2026 | system_root | Admin_Privilege_Escalation | 81 | ERR_CODE: 404
17/03/2026 | system_root | Login_Attempt | 91 | ERR_CODE: 200
18/03/2026 | ozhan_akdag | File_Access | 79 | ERR_CODE: 500
27/03/2026 | system_root | Admin_Privilege_Escalation | 76 | ERR_CODE: 200
11/03/2026 | guest_user | File_Access | 35 | ERR_CODE: 500
17/03/2026 | bot_analyst | Admin_Privilege_Escalation | 77 | ERR_CODE: 403
19/03/2026 | ozhan_akdag | File_Access | 13 | ERR_CODE: 404
26/03/2026 | system_root | Login_Attempt | 26 | ERR_CODE: 404
14/03/2026 | bot_analyst | Admin_Privilege_Escalation | 11 | ERR_CODE: 500
14/03/2026 | guest_user | Admin_Privilege_Escalation | 68 | ERR_CODE: 500
28/03/2026 | bot_analyst | Database_Query | 90 | ERR_CODE: 403
18/03/2026 | ozhan_akdag | Login_Attempt | 59 | ERR_CODE: 200
17/03/2026 | bot_analyst | File_Access | 81 | ERR_CODE: 404
26/03/2026 | ozhan_akdag | Database_Query | 80 | ERR_CODE: 200
17/03/2026 | bot_analyst | File_Access | 56 | ERR_CODE: 500
15/03/2026 | system_root | Login_Attempt | 63 | ERR_CODE: 403
21/03/2026 | guest_user | Database_Query | 13 | ERR_CODE: 500
16/03/2026 | bot_analyst | Login_Attempt | 34 | ERR_CODE: 404
24/03/2026 | system_root | Admin_Privilege_Escalation | 67 | ERR_CODE: 500
10/03/2026 | guest_user | Login_Attempt | 67 | ERR_CODE: 200
25/03/2026 | bot_analyst | Admin_Privilege_Escalation | 74 | ERR_CODE: 500
24/03/2026 | guest_user | Login_Attempt | 34 | ERR_CODE: 404
13/03/2026 | ozhan_akdag | Login_Attempt | 54 | ERR_CODE: 200
13/03/2026 | bot_analyst | Login_Attempt | 75 | ERR_CODE: 200
19/03/2026 | guest_user | Login_Attempt | 58 | ERR_CODE: 200
15/03/2026 | system_root | Database_Query | 78 | ERR_CODE: 404
25/03/2026 | bot_analyst | Database_Query | 13 | ERR_CODE: 200
18/03/2026 | guest_user | Database_Query | 47 | ERR_CODE: 500
25/03/2026 | ozhan_akdag | Login_Attempt | 57 | ERR_CODE: 403
19/03/2026 | system_root | Login_Attempt | 59 | ERR_CODE: 404
25/03/2026 | bot_analyst | Database_Query | 64 | ERR_CODE: 404
14/03/2026 | ozhan_akdag | File_Access | 46 | ERR_CODE: 500
13/03/2026 | ozhan_akdag | File_Access | 18 | ERR_CODE: 403
24/03/2026 | guest_user | Admin_Privilege_Escalation | 90 | ERR_CODE: 500
14/03/2026 | system_root | File_Access | 10 | ERR_CODE: 403
28/03/2026 | bot_analyst | File_Access | 43 | ERR_CODE: 500
28/03/2026 | ozhan_akdag | File_Access | 79 | ERR_CODE: 404
12/03/2026 | ozhan_akdag | File_Access | 41 | ERR_CODE: 200
25/03/2026 | guest_user | File_Access | 99 | ERR_CODE: 403
16/03/2026 | system_root | File_Access | 16 | ERR_CODE: 404
13/03/2026 | ozhan_akdag | Database_Query | 41 | ERR_CODE: 404
19/03/2026 | guest_user | Database_Query | 46 | ERR_CODE: 403
22/03/2026 | guest_user | Login_Attempt | 54 | ERR_CODE: 200
27/03/2026 | system_root | File_Access | 89 | ERR_CODE: 404
17/03/2026 | guest_user | Admin_Privilege_Escalation | 49 | ERR_CODE: 403
18/03/2026 | bot_analyst | File_Access | 53 | ERR_CODE: 403
16/03/2026 | guest_user | Login_Attempt | 92 | ERR_CODE: 404
17/03/2026 | ozhan_akdag | Login_Attempt | 71 | ERR_CODE: 403
13/03/2026 | guest_user | Admin_Privilege_Escalation | 66 | ERR_CODE: 500
18/03/2026 | guest_user | Admin_Privilege_Escalation | 30 | ERR_CODE: 500
20/03/2026 | ozhan_akdag | Database_Query | 64 | ERR_CODE: 200
28/03/2026 | guest_user | Admin_Privilege_Escalation | 94 | ERR_CODE: 403
17/03/2026 | system_root | File_Access | 98 | ERR_CODE: 200
11/03/2026 | ozhan_akdag | Login_Attempt | 28 | ERR_CODE: 500
