ID:001, RSSI:-59dBm, Status:OK
ID:705, RSSI:-68dBm, Status:OK
ID:706, RSSI:-61dBm, Status:OK
ID:707, RSSI:-41dBm, Status:OK
ID:708, RSSI:-73dBm, Status:OK
ID:709, RSSI:-54dBm, Status:OK
ID:710, RSSI:-75dBm, Status:OK
ID:711, RSSI:-58dBm, Status:OK
ID:712, RSSI:-51dBm, Status:OK
ID:713, RSSI:-48dBm, Status:OK
ID:714, RSSI:-60dBm, Status:OK
ID:715, RSSI:-40dBm, Status:OK
ID:716, RSSI:-54dBm, Status:OK
ID:717, RSSI:-64dBm, Status:OK
ID:718, RSSI:-76dBm, Status:OK
ID:719, RSSI:-54dBm, Status:OK
ID:720, RSSI:-67dBm, Status:OK
ID:721, RSSI:-53dBm, Status:OK
ID:722, RSSI:-63dBm, Status:OK
ID:725, RSSI:-70dBm, Status:OK
ID:726, RSSI:-43dBm, Status:OK
ID:727, RSSI:-51dBm, Status:OK
ID:728, RSSI:-77dBm, Status:OK
ID:729, RSSI:-67dBm, Status:OK
ID:730, RSSI:-76dBm, Status:OK
ID:731, RSSI:-40dBm, Status:OK
ID:732, RSSI:-49dBm, Status:OK
ID:733, RSSI:-69dBm, Status:OK
ID:734, RSSI:-79dBm, Status:OK
ID:735, RSSI:-61dBm, Status:OK
ID:736, RSSI:-79dBm, Status:OK
ID:737, RSSI:-71dBm, Status:OK
ID:738, RSSI:-62dBm, Status:OK
ID:740, RSSI:-61dBm, Status:OK
ID:741, RSSI:-40dBm, Status:OK
ID:742, RSSI:-79dBm, Status:OK
ID:744, RSSI:-42dBm, Status:OK
ID:745, RSSI:-61dBm, Status:OK
ID:746, RSSI:-60dBm, Status:OK
ID:747, RSSI:-68dBm, Status:OK
ID:748, RSSI:-47dBm, Status:OK
ID:750, RSSI:-77dBm, Status:OK
ID:751, RSSI:-71dBm, Status:OK
ID:752, RSSI:-75dBm, Status:OK
ID:753, RSSI:-52dBm, Status:OK
ID:754, RSSI:-51dBm, Status:OK
ID:755, RSSI:-45dBm, Status:OK
ID:756, RSSI:-60dBm, Status:OK
ID:757, RSSI:-67dBm, Status:OK
ID:758, RSSI:-42dBm, Status:OK
ID:759, RSSI:-41dBm, Status:OK
ID:762, RSSI:-60dBm, Status:OK
ID:763, RSSI:-52dBm, Status:OK
ID:764, RSSI:-43dBm, Status:OK
ID:765, RSSI:-56dBm, Status:OK
ID:766, RSSI:-71dBm, Status:OK
ID:767, RSSI:-74dBm, Status:OK
ID:768, RSSI:-46dBm, Status:OK
ID:770, RSSI:-43dBm, Status:OK
ID:771, RSSI:-40dBm, Status:OK
ID:773, RSSI:-46dBm, Status:OK
ID:774, RSSI:-52dBm, Status:OK
ID:775, RSSI:-74dBm, Status:OK
ID:776, RSSI:-79dBm, Status:OK
ID:777, RSSI:-62dBm, Status:OK
ID:779, RSSI:-54dBm, Status:OK
ID:780, RSSI:-52dBm, Status:OK
ID:781, RSSI:-51dBm, Status:OK
ID:782, RSSI:-57dBm, Status:OK
ID:783, RSSI:-58dBm, Status:OK
ID:784, RSSI:-66dBm, Status:OK
ID:785, RSSI:-69dBm, Status:OK
ID:786, RSSI:-71dBm, Status:OK
ID:787, RSSI:-65dBm, Status:OK
ID:788, RSSI:-69dBm, Status:OK
ID:789, RSSI:-52dBm, Status:OK
ID:790, RSSI:-48dBm, Status:OK
ID:791, RSSI:-74dBm, Status:OK
ID:792, RSSI:-70dBm, Status:OK
ID:793, RSSI:-78dBm, Status:OK
ID:794, RSSI:-45dBm, Status:OK
ID:795, RSSI:-53dBm, Status:OK
ID:796, RSSI:-64dBm, Status:OK
ID:797, RSSI:-41dBm, Status:OK
ID:798, RSSI:-71dBm, Status:OK
ID:799, RSSI:-60dBm, Status:OK
ID:800, RSSI:-72dBm, Status:OK
ID:801, RSSI:-42dBm, Status:OK
ID:803, RSSI:-77dBm, Status:OK
ID:804, RSSI:-45dBm, Status:OK
ID:805, RSSI:-60dBm, Status:OK
ID:806, RSSI:-58dBm, Status:OK
ID:807, RSSI:-79dBm, Status:OK
ID:808, RSSI:-40dBm, Status:OK
ID:809, RSSI:-60dBm, Status:OK
ID:810, RSSI:-40dBm, Status:OK
ID:811, RSSI:-56dBm, Status:OK
ID:812, RSSI:-54dBm, Status:OK
ID:813, RSSI:-54dBm, Status:OK
ID:814, RSSI:-56dBm, Status:OK
ID:815, RSSI:-70dBm, Status:OK
ID:816, RSSI:-46dBm, Status:OK
ID:817, RSSI:-73dBm, Status:OK
ID:818, RSSI:-67dBm, Status:OK
ID:819, RSSI:-45dBm, Status:OK
ID:820, RSSI:-77dBm, Status:OK
ID:821, RSSI:-78dBm, Status:OK
ID:822, RSSI:-65dBm, Status:OK
ID:823, RSSI:-65dBm, Status:OK
ID:824, RSSI:-80dBm, Status:OK
ID:825, RSSI:-77dBm, Status:OK
ID:826, RSSI:-65dBm, Status:OK
ID:827, RSSI:-54dBm, Status:OK
ID:828, RSSI:-54dBm, Status:OK
ID:829, RSSI:-69dBm, Status:OK
ID:831, RSSI:-71dBm, Status:OK
ID:832, RSSI:-77dBm, Status:OK
ID:833, RSSI:-76dBm, Status:OK
ID:834, RSSI:-50dBm, Status:OK
ID:835, RSSI:-45dBm, Status:OK
ID:836, RSSI:-46dBm, Status:OK
ID:837, RSSI:-78dBm, Status:OK
ID:838, RSSI:-53dBm, Status:OK
ID:839, RSSI:-54dBm, Status:OK
ID:840, RSSI:-79dBm, Status:OK
ID:841, RSSI:-45dBm, Status:OK
ID:842, RSSI:-70dBm, Status:OK
ID:843, RSSI:-60dBm, Status:OK
ID:844, RSSI:-71dBm, Status:OK
ID:845, RSSI:-59dBm, Status:OK
ID:846, RSSI:-64dBm, Status:OK
ID:848, RSSI:-78dBm, Status:OK
ID:850, RSSI:-80dBm, Status:OK
ID:851, RSSI:-55dBm, Status:OK
ID:852, RSSI:-76dBm, Status:OK
ID:854, RSSI:-70dBm, Status:OK
ID:855, RSSI:-45dBm, Status:OK
ID:856, RSSI:-65dBm, Status:OK
ID:857, RSSI:-67dBm, Status:OK
ID:858, RSSI:-46dBm, Status:OK
ID:859, RSSI:-68dBm, Status:OK
ID:860, RSSI:-80dBm, Status:OK
ID:862, RSSI:-66dBm, Status:OK
ID:863, RSSI:-63dBm, Status:OK
ID:864, RSSI:-43dBm, Status:OK
ID:865, RSSI:-40dBm, Status:OK
ID:866, RSSI:-66dBm, Status:OK
ID:867, RSSI:-62dBm, Status:OK
ID:868, RSSI:-64dBm, Status:OK
ID:869, RSSI:-74dBm, Status:OK
ID:870, RSSI:-44dBm, Status:OK
ID:871, RSSI:-54dBm, Status:OK
ID:872, RSSI:-49dBm, Status:OK
ID:873, RSSI:-66dBm, Status:OK
ID:874, RSSI:-69dBm, Status:OK
ID:875, RSSI:-69dBm, Status:OK
ID:876, RSSI:-80dBm, Status:OK
ID:878, RSSI:-64dBm, Status:OK
ID:879, RSSI:-59dBm, Status:OK
ID:880, RSSI:-67dBm, Status:OK
ID:881, RSSI:-69dBm, Status:OK
ID:882, RSSI:-54dBm, Status:OK
ID:883, RSSI:-72dBm, Status:OK
ID:884, RSSI:-54dBm, Status:OK
ID:885, RSSI:-67dBm, Status:OK
ID:886, RSSI:-61dBm, Status:OK
ID:887, RSSI:-49dBm, Status:OK
ID:888, RSSI:-60dBm, Status:OK
ID:889, RSSI:-61dBm, Status:OK
ID:890, RSSI:-45dBm, Status:OK
ID:891, RSSI:-71dBm, Status:OK
ID:892, RSSI:-78dBm, Status:OK
ID:893, RSSI:-41dBm, Status:OK
ID:894, RSSI:-50dBm, Status:OK
ID:895, RSSI:-44dBm, Status:OK
ID:896, RSSI:-45dBm, Status:OK
ID:897, RSSI:-77dBm, Status:OK
ID:898, RSSI:-59dBm, Status:OK
ID:900, RSSI:-52dBm, Status:OK
ID:901, RSSI:-52dBm, Status:OK
ID:903, RSSI:-51dBm, Status:OK
ID:904, RSSI:-64dBm, Status:OK
ID:906, RSSI:-78dBm, Status:OK
ID:907, RSSI:-71dBm, Status:OK
ID:908, RSSI:-41dBm, Status:OK
ID:909, RSSI:-61dBm, Status:OK
ID:910, RSSI:-57dBm, Status:OK
ID:911, RSSI:-75dBm, Status:OK
ID:912, RSSI:-74dBm, Status:OK
ID:913, RSSI:-49dBm, Status:OK
ID:914, RSSI:-61dBm, Status:OK
ID:915, RSSI:-40dBm, Status:OK
ID:916, RSSI:-65dBm, Status:OK
ID:917, RSSI:-53dBm, Status:OK
ID:918, RSSI:-50dBm, Status:OK
ID:919, RSSI:-69dBm, Status:OK
ID:920, RSSI:-58dBm, Status:OK
ID:922, RSSI:-67dBm, Status:OK
ID:923, RSSI:-72dBm, Status:OK
ID:925, RSSI:-66dBm, Status:OK
ID:926, RSSI:-63dBm, Status:OK
ID:928, RSSI:-41dBm, Status:OK
ID:929, RSSI:-61dBm, Status:OK
ID:930, RSSI:-54dBm, Status:OK
ID:932, RSSI:-40dBm, Status:OK
ID:933, RSSI:-66dBm, Status:OK
ID:934, RSSI:-67dBm, Status:OK
ID:935, RSSI:-65dBm, Status:OK
ID:936, RSSI:-58dBm, Status:OK
ID:937, RSSI:-60dBm, Status:OK
ID:938, RSSI:-67dBm, Status:OK
ID:940, RSSI:-64dBm, Status:OK
ID:942, RSSI:-53dBm, Status:OK
ID:943, RSSI:-74dBm, Status:OK
ID:944, RSSI:-47dBm, Status:OK
ID:945, RSSI:-57dBm, Status:OK
ID:946, RSSI:-76dBm, Status:OK
ID:947, RSSI:-43dBm, Status:OK
ID:949, RSSI:-66dBm, Status:OK
ID:950, RSSI:-47dBm, Status:OK
ID:951, RSSI:-65dBm, Status:OK
ID:952, RSSI:-54dBm, Status:OK
ID:953, RSSI:-43dBm, Status:OK
ID:954, RSSI:-52dBm, Status:OK
ID:955, RSSI:-77dBm, Status:OK
ID:956, RSSI:-61dBm, Status:OK
ID:957, RSSI:-48dBm, Status:OK
ID:958, RSSI:-78dBm, Status:OK
ID:959, RSSI:-49dBm, Status:OK
ID:960, RSSI:-44dBm, Status:OK
ID:961, RSSI:-51dBm, Status:OK
ID:962, RSSI:-48dBm, Status:OK
ID:963, RSSI:-69dBm, Status:OK
ID:964, RSSI:-77dBm, Status:OK
ID:965, RSSI:-42dBm, Status:OK
ID:966, RSSI:-57dBm, Status:OK
ID:967, RSSI:-42dBm, Status:OK
ID:968, RSSI:-70dBm, Status:OK
ID:969, RSSI:-42dBm, Status:OK
ID:970, RSSI:-51dBm, Status:OK
ID:971, RSSI:-71dBm, Status:OK
ID:972, RSSI:-61dBm, Status:OK
ID:973, RSSI:-58dBm, Status:OK
ID:974, RSSI:-59dBm, Status:OK
ID:976, RSSI:-61dBm, Status:OK
ID:977, RSSI:-62dBm, Status:OK
ID:978, RSSI:-51dBm, Status:OK
ID:979, RSSI:-57dBm, Status:OK
ID:980, RSSI:-76dBm, Status:OK
ID:981, RSSI:-63dBm, Status:OK
ID:982, RSSI:-68dBm, Status:OK
ID:983, RSSI:-62dBm, Status:OK
ID:984, RSSI:-56dBm, Status:OK
ID:985, RSSI:-69dBm, Status:OK
ID:986, RSSI:-69dBm, Status:OK
ID:987, RSSI:-43dBm, Status:OK
ID:988, RSSI:-72dBm, Status:OK
ID:989, RSSI:-60dBm, Status:OK
ID:990, RSSI:-70dBm, Status:OK
ID:991, RSSI:-47dBm, Status:OK
ID:993, RSSI:-65dBm, Status:OK
ID:994, RSSI:-59dBm, Status:OK
ID:995, RSSI:-40dBm, Status:OK
ID:996, RSSI:-73dBm, Status:OK
ID:997, RSSI:-44dBm, Status:OK
ID:998, RSSI:-57dBm, Status:OK
ID:999, RSSI:-54dBm, Status:OK
ID:1000, RSSI:-77dBm, Status:OK
ID:1001, RSSI:-61dBm, Status:OK
ID:1002, RSSI:-55dBm, Status:OK
ID:1003, RSSI:-68dBm, Status:OK
ID:1004, RSSI:-63dBm, Status:OK
ID:1005, RSSI:-70dBm, Status:OK
ID:1006, RSSI:-74dBm, Status:OK
ID:1007, RSSI:-55dBm, Status:OK
ID:1008, RSSI:-72dBm, Status:OK
ID:1009, RSSI:-47dBm, Status:OK
